symbol	phenotype	FLAMES_scaled	FLAMES_scaled_with_path	XGB_scaled	weighted_cS2G_score	Overall L2G score	L2G_best	FLAMES_causal	FLAMES_causal_path	FLAMES_raw_path	rel_PoPS_Score	rel_PoPS_path	rel_weighted_distance	rel_MAGMA_Z	TP	filename
KCNN3	rbc	0.0050338342480802135	0.004887059858982825	0.0074286	0.0	0.0085800969973206	0	0	0	0.008108595721467233	0.17437535782633307	0.11027368821563167	0.5432594417458514	0.05349473375122413	0.0	1_155208991_A_T
PMVK	rbc	0.007797718261081702	0.007851743918204186	0.008183457	0.0	0.0101991910487413	0	0	0	0.01302759102166147	0.41271968236106327	0.34990180866537585	0.633675280426358	0.57758832821826	0.0	1_155208991_A_T
PBXIP1	rbc	0.01413066005168584	0.013168209083736025	0.011663372	0.0	0.0095553053542971	0	0	0	0.02184865479793648	0.6367264439677365	0.48462124142149365	0.6596055741655533	0.7398775131438791	0.0	1_155208991_A_T
PYGO2	rbc	0.016723890658348534	0.017064161644023326	0.014489136	0.0	0.0090199643746018	0	0	0	0.028312808127942977	0.5871021527260845	0.5233141369779075	0.6700823236221695	1.0	0.0	1_155208991_A_T
SHC1	rbc	0.0508904983734361	0.05546563809237533	0.019710185	0.0	0.010994971729815	0	0	0	0.0920284278690815	1.0	1.0	0.6843702787025895	0.7445484055896472	0.0	1_155208991_A_T
CKS1B	rbc	0.024633238500243997	0.023771833129926225	0.022406422	0.0	0.0097539220005273	0	0	0	0.03944215744655773	0.5396006793209053	0.43052585621928935	0.6909490810133805	0.7998449604293911	0.0	1_155208991_A_T
FLAD1	rbc	0.02752414311870519	0.0269186667322667	0.02536476	0.0	0.0100664291530847	0	0	0	0.04466337474701825	0.5272608435831614	0.43078331672605075	0.7097367525486473	0.9273943827896101	0.0	1_155208991_A_T
LENEP	rbc	0.005117022408135807	0.0054258222754430315	0.008864801	0.0	0.0098661743104457	0	0	0	0.009002508779840502	0.08743247021257158	0.07387807603705242	0.71136857743167	0.001414282980910038	0.0	1_155208991_A_T
ZBTB7B	rbc	0.019648746930499176	0.019330526759235005	0.016577633	0.0	0.0107169784605503	0	0	0	0.03207315463622433	0.6139643739786637	0.5140494936736305	0.7441772027998855	0.8328331383276283	0.0	1_155208991_A_T
DCST2	rbc	0.008950255900681879	0.009152422416905177	0.012308284	0.0	0.0131110996007919	0	0	0	0.015185673061558241	0.21727918850769262	0.17838750272873027	0.7648582791205201	0.4116500085693846	0.0	1_155208991_A_T
DCST1	rbc	0.007416987151530769	0.007723378331968558	0.012308284	0.0	0.0125060304999351	0	0	0	0.012814607208618819	0.10940378507129347	0.08613833297327998	0.7881009410133415	0.38257856860744266	0.0	1_155208991_A_T
