Unnamed: 0	ensg	symbol	chr	start	end	strand	gene_biotype	hgnc_symbol	entrezID	mim	uniprot	alias	TSS_distance	weighted_TSS_distance	distance	weighted_distance	VEP_sum	VEP_max	CADD_sum	CADD_max	CLPP_eQTLgen_sum	CLPP_eQTLgen_max	CLPP_GTEX_eQTL_sum	CLPP_GTEX_eQTL_max	CLPP_GTEX_tissue_weighted_eQTL_sum	CLPP_GTEX_tissue_weighted_eQTL_max	max_CLPP_eQTL_eQTLCatalog_sum	max_CLPP_eQTL_eQTLCatalog_max	mean_CLPP_eQTL_eQTLCatalog_sum	mean_CLPP_eQTL_eQTLCatalog_max	max_CLPP_rQTL_eQTLCatalog_sum	max_CLPP_rQTL_eQTLCatalog_max	mean_CLPP_rQTL_eQTLCatalog_sum	mean_CLPP_rQTL_eQTLCatalog_max	HACER_CAGE_sum	HACER_CAGE_max	HACER_PRO-seq_GRO-seq_sum	HACER_PRO-seq_GRO-seq_max	cicero_sum	cicero_max	Jung_HiC_sum	Jung_HiC_max	Javierre_HiC_sum	Javierre_HiC_max	ABC_EP_sum	ABC_EP_max	ABC_CRISPR_sum	ABC_CRISPR_max	F5_ep_sum	F5_ep_max	GeneHancer_max	GeneHancer_sum	RoadmapEpi_sum	RoadmapEpi_max	EpiMap_sum	EpiMap_max	Promoter_sum	Promoter_max	MAGMA_Z	PoPS_Score	rel_TSS_distance	rel_weighted_TSS_distance	rel_distance	rel_weighted_distance	rel_VEP_sum	rel_VEP_max	rel_CADD_sum	rel_CADD_max	rel_CLPP_eQTLgen_sum	rel_CLPP_eQTLgen_max	rel_CLPP_GTEX_eQTL_sum	rel_CLPP_GTEX_eQTL_max	rel_CLPP_GTEX_tissue_weighted_eQTL_sum	rel_CLPP_GTEX_tissue_weighted_eQTL_max	rel_max_CLPP_eQTL_eQTLCatalog_sum	rel_max_CLPP_eQTL_eQTLCatalog_max	rel_mean_CLPP_eQTL_eQTLCatalog_sum	rel_mean_CLPP_eQTL_eQTLCatalog_max	rel_max_CLPP_rQTL_eQTLCatalog_sum	rel_max_CLPP_rQTL_eQTLCatalog_max	rel_mean_CLPP_rQTL_eQTLCatalog_sum	rel_mean_CLPP_rQTL_eQTLCatalog_max	rel_HACER_CAGE_sum	rel_HACER_CAGE_max	rel_HACER_PRO-seq_GRO-seq_sum	rel_HACER_PRO-seq_GRO-seq_max	rel_cicero_sum	rel_cicero_max	rel_Jung_HiC_sum	rel_Jung_HiC_max	rel_Javierre_HiC_sum	rel_Javierre_HiC_max	rel_ABC_EP_sum	rel_ABC_EP_max	rel_ABC_CRISPR_sum	rel_ABC_CRISPR_max	rel_F5_ep_sum	rel_F5_ep_max	rel_GeneHancer_max	rel_GeneHancer_sum	rel_RoadmapEpi_sum	rel_RoadmapEpi_max	rel_EpiMap_sum	rel_EpiMap_max	rel_Promoter_sum	rel_Promoter_max	rel_MAGMA_Z	rel_PoPS_Score	genes_in_locus	credset_size	genes_within_50kb	genes_within_100kb	genes_within_250kb	Highest_PIP	filename	pheno	no_genes	XGB_score	locus	rel_XGB_score	XGB_scaled	PoPS_prediction	Magma_pred	dist_pred	Combined_score	raw_FLAMES_score	PoPS_clos	diff	diff2	FLAMES_score	nPoPS	new_combined	FLAMES_scaled	FLAMES_causal	phenotype	FLAMES_raw	FLAMES_scaled_with_path	FLAMES_causal_path	PoPS_clos_pathway	rel_PoPS_path	FLAMES_raw_path	mergeID	TP	uniqTP	locusname
4	ENSG00000117592	PRDX6	1	173446405	173457946	1	protein_coding	PRDX6	9588.0	602316.0	P30041	|1-Cys|aiPLA2|AOP2|HEL-S-128m|NSGPx|p29|PRX|KIAA0106|MGC46173|PRDX6|	524726	524726.0	524726	524726.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	24.44734045640004	5.28397766786651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4955	-0.0141939075712789	0.469724874358948	0.469724874358948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.4	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3658338751732245	0.2542612022386648	34	1	4	7	19	1.0	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	IGF1	11	0.12505952	IGF1FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	0.42127082	0.08643971	0	0	0	0.35864220061252483	0.35864220061252483	0	-0.3964310165558501	0.6413577993874752	-1.0377888159433253	0.4720169312	0.05903020859990988	0.050549338999764715	0	IGF1	0.05903020859990988	0.04534861326346301	0	0	0.17071644370714792	0.051632977154596804	IGF1ENSG00000117592	0	IGF1PRDX6	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1
5	ENSG00000162753	SLC9C2	1	173469603	173572233	-1	protein_coding	SLC9C2	284525.0	0.0	Q5TAH2	|RP3-436N22.2|SLC9A11|MGC43026|SLC9C2|	410439	410439.0	410439	410439.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0381221335268683	0.0381221335268683	0.0381221335268683	0.0381221335268683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6722	-0.3310001474824507	0.587182043350017	0.587182043350017	0.21780319633484904	0.21780319633484904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23065303200467624	0.006018660686329506	34	1	4	7	19	1.0	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	IGF1	11	0.043497447	IGF1FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	0.14652388	0.030064939	0	0	0	0.09383442335647177	0.09383442335647177	0	-0.6612387938119032	0.9061655766435283	-1.5674043704554315	0.2962612118	0.01288660633604315	0.011035187706217179	0	IGF1	0.01288660633604315	0.01115535671407557	0	0	0.0	0.012701254501938819	IGF1ENSG00000162753	0	IGF1SLC9C2	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1
7	ENSG00000183831	ANKRD45	1	173578700	173639001	-1	protein_coding	ANKRD45	339416.0	0.0	Q5TZF3	|CT117|RP3-436N22.4|FLJ45235|ANKRD45|	343671	343671.0	343671	343671.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139872	0.0139872	0.0006475555555555	0.0006475555555555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9512	-0.2120401987458391	0.6558020986423572	0.6558020986423572	0.345046748207636	0.345046748207636	0.0	0.0	0.0	0.0	0.0	0.0	0.41637059936326304	0.6772937690057913	0.036026264308815684	0.036026264308815684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44065703833599323	0.09923311260366566	34	1	4	7	19	1.0	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	IGF1	11	0.031408943	IGF1FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	0.105803	0.021709502	0	0	0	0.10333929280573177	0.10333929280573177	0	-0.6517339243626432	0.8966607071942683	-1.5483946315569115	0.3622570437	0.011378110922368892	0.009743417816630056	0	IGF1	0.011378110922368892	0.010301783200034805	0	0	0.11502995248913064	0.011729393653753972	IGF1ENSG00000183831	0	IGF1ANKRD45	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1
10	ENSG00000076321	KLHL20	1	173684080	173755840	1	protein_coding	KLHL20	27252.0	0.0	Q9Y2M5	|KHLHX|KLEIP|KLHLX|RP3-383J4.3|KLHL20|	226832	226832.0	226832	226832.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0206516	0.0206516	0.0179745407407407	0.0179745407407407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2113	0.3280070773183585	0.7758820567106196	0.7758820567106196	0.5677134352023723	0.5677134352023723	0.0	0.0	0.0	0.0	0.0	0.0	0.6147562821587138	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.811751686271419	0.5224025186298267	34	1	4	7	19	1.0	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	IGF1	11	0.26559567	IGF1FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	0.8946757	0.18357669	0	0	0	0.7550732171683749	0.7550732171683749	0	0.0	0.24492678283162506	-0.24492678283162506	0.6618609832	0.1757874142680132	0.15053203785797636	0	IGF1	0.1757874142680132	0.14132113929424187	0	0	0.4432597817623697	0.16090527651305664	IGF1ENSG00000076321	0	IGF1KLHL20	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1
13	ENSG00000120334	CENPL	1	173768688	173793858	-1	protein_coding	CENPL	91687.0	611503.0	Q8N0S6	|C1orf155|CENP-L|dJ383J4.3|RP3-383J4.1|ICEN33|FLJ31044|CENPL|	188814	188814.0	188814	188814.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1852	0.364542534786604	0.8149546253378691	0.8149546253378691	0.6401664868903009	0.6401664868903009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6432723188777018	0.5510309156627814	34	1	4	7	19	1.0	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	IGF1	11	0.059820727	IGF1FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	0.20150986	0.041347403	0	0	0	0.332580254109627	0.332580254109627	0	-0.42249296305874795	0.667419745890373	-1.089912708949121	0.6821298883	0.040805505494925946	0.03494297884495232	0	IGF1	0.040805505494925946	0.02899554216155839	0	0	0.36705864865165594	0.033013714384495074	IGF1ENSG00000120334	0	IGF1CENPL	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1
15	ENSG00000117593	DARS2	1	173793641	173827684	1	protein_coding	DARS2	55157.0	610956.0	Q6PI48	|ASPRS|LBSL|MT-ASPRS|RP3-383J4.2|FLJ10514|DARS2|	154988	154988.0	154988	154988.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5035	0.2869061962559065	0.8497189134746816	0.8497189134746816	0.704630607212145	0.704630607212145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6955352392961992	0.490196754065833	34	1	4	7	19	1.0	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	IGF1	11	0.055426188	IGF1FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	0.18670659	0.038309947	0	0	0	0.3005154019324785	0.3005154019324785	0	-0.45455781523589645	0.6994845980675215	-1.154042413303418	0.6390593019	0.03542062089093429	0.030331740569195943	0	IGF1	0.03542062089093429	0.029701008907932775	0	0	0.4493301444376244	0.033816943982437904	IGF1ENSG00000117593	0	IGF1DARS2	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1
19	ENSG00000185278	ZBTB37	1	173837220	173872687	1	protein_coding	ZBTB37	84614.0	0.0	Q5TC79	|D430004I08Rik|ZNF908|MGC2629|ZBTB37|	109985	109985.0	109985	109985.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133017	0.0133017	0.0009853111111111	0.0009853111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6155	0.2320041207077648	0.895970236688215	0.895970236688215	0.790395368249334	0.790395368249334	0.0	0.0	0.0	0.0	0.0	0.0	0.39596465350823007	0.6441002149954483	0.05481703957408021	0.05481703957408021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8781188632527469	0.44717667095638913	34	1	4	7	19	1.0	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	IGF1	11	0.2310973	IGF1FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	0.77846575	0.1597318	0	0	0	0.6542323440044284	0.6542323440044284	0	-0.10084087316394652	0.3457676559955716	-0.4466085291595181	0.608601083	0.1406460645511328	0.12043944557547874	0	IGF1	0.1406460645511328	0.10572451247934336	0	0	0.32328751054288535	0.1203757059959535	IGF1ENSG00000185278	0	IGF1ZBTB37	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1
20	ENSG00000117601	SERPINC1	1	173872947	173886516	-1	protein_coding	SERPINC1	462.0	107300.0	P01008	|AT3|AT3D|ATIII|THPH7|MGC22579|SERPINC1|	96156	96156.0	96156	96156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29727992724588	3.29727992724588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7008	0.514736698912938	0.9101828347087902	0.9101828347087902	0.8167500752773829	0.8167500752773829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.892124603471716	0.668719825576626	34	1	4	7	19	1.0	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	IGF1	11	0.13208498	IGF1FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	0.44493654	0.09129563	0	0	0	0.5288552855815302	0.5288552855815302	0	-0.22621793158684478	0.47114471441846983	-0.6973626460053146	0.7654536365	0.10110492873268521	0.0865791844256393	0	IGF1	0.10110492873268521	0.07965024832306226	0	0	0.5573291232652714	0.09068809729924215	IGF1ENSG00000117601	0	IGF1SERPINC1	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1
22	ENSG00000135870	RC3H1	1	173900352	173991435	-1	protein_coding	RC3H1	149041.0	609424.0	Q5TC82	|RNF198|ROQUIN|KIAA2025|roquin|RP5-1198E17.5|RC3H1|	8763	8763.0	0	0.0	0.0	0.0	1.478	1.478	0.0	0.0	0.03359315	0.0195156	0.0113292244444444	0.0043368	0.0	0.0	0.0	0.0	0.0061528025394119	0.0061528025394119	0.0061528025394119	0.0061528025394119	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3578	0.93751526764613	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.9449921555714812	0.6302928463015375	0.2412745929118681	0.0	0.0	0.0	0.0	0.16139711947326962	0.16139711947326962	0.16139711947326962	0.16139711947326962	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	34	1	4	7	19	1.0	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	IGF1	11	0.2968625	IGF1FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	1.0	0.20518798	1	1	1	1.0	1.0	1	0.24492678283162506	0.0	0.24492678283162506	1.0	0.4699333608150482	0.40241803860362585	1	IGF1	0.4699333608150482	0.4546046510285354	1	1	1.0	0.5176032930612564	IGF1ENSG00000135870	0	IGF1RC3H1	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1
28	ENSG00000152061	RABGAP1L	1	174128548	174964445	1	protein_coding	RABGAP1L	9910.0	609238.0	Q5R372	|HHL|TBC1D18|KIAA0471|FLJ38519|RABGAP1L|	981773	981773.0	145876	145876.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01320021	0.00798154	0.0030698133333333	0.0017395566666666	0.0607533534409657	0.0607533534409657	0.0404593551312937	0.0404593551312937	0.0050760189594267	0.0050760189594267	0.0033635552850211	0.0033635552850211	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7058	0.3368817389676807	0.0	0.0	0.7219958606968209	0.7219958606968209	0.0	0.0	0.0	0.0	0.0	0.0	0.3929435018746381	0.3864853086443666	0.17078674652172496	0.09677892146216337	1.0	1.0	1.0	1.0	0.1331514920551114	0.1331514920551114	0.08823103467308517	0.08823103467308517	0	0	0.4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5645577601324059	0.5293565122249734	34	1	4	7	19	1.0	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	IGF1	11	0.16182564	IGF1FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1	0.5451198	0.111852035	0	0	0	0.5392085733995964	0.5392085733995964	0	-0.21586464376877856	0.4607914266004036	-0.6766560703691822	0.6667844107	0.1079028153302566	0.0924004187097939	0	IGF1	0.1079028153302566	0.08028922350019167	0	0	0.385454734019839	0.0914156209950915	IGF1ENSG00000152061	0	IGF1RABGAP1L	FLAMES_annotated_GCST011520-1_174013534_T_C_credset.cred1
